sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,45.53812161272815,3577.0,17.0,0.0191,0.0,251.0,7.3692e-07
0.381421,1528,43.77000800007017,3577.0,17.0,0.0191,0.00011396298957790754,251.0,7.3692e-07
0.762842,3055,42.13732706500081,3577.0,17.0,0.0191,0.00022342943847275884,251.0,7.3692e-07
1.144263,4583,40.627728739110196,3577.0,17.0,0.0191,0.00032888165290505895,251.0,7.3692e-07
1.525684,6110,39.233761525324056,3577.0,17.0,0.0191,0.0004304894294384002,251.0,7.3692e-07
1.907105,7638,37.94488105451205,3577.0,17.0,0.0191,0.0005286752262491955,251.0,7.3692e-07
2.288526,9166,36.753976306680286,3577.0,17.0,0.0191,0.0006236354909901467,251.0,7.3692e-07
2.669947,10693,35.654291612581055,3577.0,17.0,0.0191,0.0007155552198842184,251.0,7.3692e-07
3.051368,12221,34.63750864074508,3577.0,17.0,0.0191,0.000804783091380713,251.0,7.3692e-07
3.432789,13748,33.69860846977465,3577.0,17.0,0.0191,0.0008914096478451535,251.0,7.3692e-07
3.814211,15276,32.83048898860047,3577.0,17.0,0.0191,0.0009757432573534892,251.0,7.3692e-07
4.195632,16804,32.02836060258788,3577.0,17.0,0.0191,0.001057904324651437,251.0,7.3692e-07
4.577053,18331,31.28767306195413,3577.0,17.0,0.0191,0.0011380055414271669,251.0,7.3692e-07
4.958474,19859,30.60282359300308,3577.0,17.0,0.0191,0.0012163055817625997,251.0,7.3692e-07
5.339895,21386,29.970431724435397,3577.0,17.0,0.0191,0.0012928416067246296,251.0,7.3692e-07
5.721316,22914,29.385713862181394,3577.0,17.0,0.0191,0.0013678451395296052,251.0,7.3692e-07
6.102737,24441,28.845783792494586,3577.0,17.0,0.0191,0.0014413372381540343,251.0,7.3692e-07
6.484158,25969,28.346557328958664,3577.0,17.0,0.0191,0.001513526244667465,251.0,7.3692e-07
6.865579,27497,27.885280135974558,3577.0,17.0,0.0191,0.001584465894855995,251.0,7.3692e-07
7.247,29024,27.459335517158287,3577.0,17.0,0.0191,0.0016542054889844306,251.0,7.3692e-07
7.628421,30552,27.06550150484416,3577.0,17.0,0.0191,0.001722924791769276,251.0,7.3692e-07
8.009842,32079,26.70183410310942,3577.0,17.0,0.0191,0.001790614163388509,251.0,7.3692e-07
