sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,82.82998414540836,4200.0,10.0,0.02,0.0,208.0,8.5376e-07
0.387937,1800,79.36804136531941,4200.0,10.0,0.02,0.00014364037446787202,208.0,8.5376e-07
0.775873,3600,76.16006779133546,4200.0,10.0,0.02,0.00028127718920494227,208.0,8.5376e-07
1.16381,5400,73.18743216299187,4200.0,10.0,0.02,0.00041335086723247067,208.0,8.5376e-07
1.551746,7200,70.43287001492415,4200.0,10.0,0.02,0.0005402695220010035,208.0,8.5376e-07
1.939683,9000,67.88038340835156,4200.0,10.0,0.02,0.0006624113276305955,208.0,8.5376e-07
2.327619,10800,65.51514801829049,4200.0,10.0,0.02,0.0007801267152694673,208.0,8.5376e-07
2.715556,12600,63.32342703687886,4200.0,10.0,0.02,0.0008937404083271036,208.0,8.5376e-07
3.103492,14400,61.29249139277962,4200.0,10.0,0.02,0.0010035533084020154,208.0,8.5376e-07
3.491429,16200,59.41054582331385,4200.0,10.0,0.02,0.0011098442428572495,208.0,8.5376e-07
3.879365,18000,57.66666036996526,4200.0,10.0,0.02,0.0012128715841932135,208.0,8.5376e-07
4.267302,19800,56.050706899395884,4200.0,10.0,0.02,0.0013128747506228014,208.0,8.5376e-07
4.655238,21600,54.55330028130009,4200.0,10.0,0.02,0.00141007559656386,208.0,8.5376e-07
5.043175,23400,53.16574388146944,4200.0,10.0,0.02,0.0015046797011246914,208.0,8.5376e-07
5.431111,25200,51.87997905350348,4200.0,10.0,0.02,0.0015968775620658561,208.0,8.5376e-07
5.819048,27000,50.68853833582449,4200.0,10.0,0.02,0.0016868457021725653,208.0,8.5376e-07
6.206984,28800,49.58450208217374,4200.0,10.0,0.02,0.0017747476944632464,208.0,8.5376e-07
6.594921,30600,48.561458273708254,4200.0,10.0,0.02,0.0018607351121884886,208.0,8.5376e-07
6.982857,32400,47.61346527929462,4200.0,10.0,0.02,0.0019449484091377683,208.0,8.5376e-07
7.370794,34200,46.73501734771942,4200.0,10.0,0.02,0.0020275177353665966,208.0,8.5376e-07
7.75873,36001,45.92057742464107,4200.0,10.0,0.02,0.0021086087186137333,208.0,8.5376e-07
8.146667,37801,45.16632027604009,4200.0,10.0,0.02,0.0021882423078883246,208.0,8.5376e-07
8.534603,39601,44.467395667979915,4200.0,10.0,0.02,0.0022665678952311524,208.0,8.5376e-07
8.92254,41401,43.81974438796467,4200.0,10.0,0.02,0.0023436814360734,208.0,8.5376e-07
9.310476,43201,43.219605008597924,4200.0,10.0,0.02,0.0024196718465257796,208.0,8.5376e-07
9.698413,45001,42.66349204197456,4200.0,10.0,0.02,0.0024946215197852867,208.0,8.5376e-07
10.086349,46801,42.14817569667327,4200.0,10.0,0.02,0.0025686068046581923,208.0,8.5376e-07
10.474286,48601,41.67066311978257,4200.0,10.0,0.02,0.0026416984489784382,208.0,8.5376e-07
10.862222,50401,41.228181015017384,4200.0,10.0,0.02,0.002713962010496721,208.0,8.5376e-07
11.250159,52201,40.81815953597634,4200.0,10.0,0.02,0.002785458237626623,208.0,8.5376e-07
11.638095,54001,40.43821736099457,4200.0,10.0,0.02,0.0028562434222590893,208.0,8.5376e-07
12.026032,55801,40.086147862909975,4200.0,10.0,0.02,0.0029263697266943226,208.0,8.5376e-07
12.413968,57601,39.75990629341986,4200.0,10.0,0.02,0.002995885486589854,208.0,8.5376e-07
12.801905,59401,39.45759790759715,4200.0,10.0,0.02,0.0030648354916842464,208.0,8.5376e-07
13.189841,61201,39.17746695959571,4200.0,10.0,0.02,0.00313326124592682,208.0,8.5376e-07
13.577778,63001,38.91788650563437,4200.0,10.0,0.02,0.003201201208524181,208.0,8.5376e-07
13.965714,64801,38.67734895503704,4200.0,10.0,0.02,0.003268691017303498,208.0,8.5376e-07
14.353651,66601,38.45445731445157,4200.0,10.0,0.02,0.003335763695689783,208.0,8.5376e-07
14.741587,68401,38.247917074395446,4200.0,10.0,0.02,0.0034024498444992514,208.0,8.5376e-07
15.129524,70201,38.05652869100705,4200.0,10.0,0.02,0.0034687778196626612,208.0,8.5376e-07
15.51746,72001,37.87918061933797,4200.0,10.0,0.02,0.003534773896910813,208.0,8.5376e-07
15.905397,73801,37.714842857725166,4200.0,10.0,0.02,0.0036004624243786707,208.0,8.5376e-07
16.293333,75601,37.56256096575005,4200.0,10.0,0.02,0.0036658659640143947,208.0,8.5376e-07
16.68127,77401,37.421450521041926,4200.0,10.0,0.02,0.003731005422614565,208.0,8.5376e-07
17.069206,79201,37.29069198273207,4200.0,10.0,0.02,0.003795900173246621,208.0,8.5376e-07
17.457143,81001,37.16952593172645,4200.0,10.0,0.02,0.0038605681677637087,208.0,8.5376e-07
17.845079,82801,37.05724866015351,4200.0,10.0,0.02,0.003925026041065408,208.0,8.5376e-07
18.233016,84601,36.953208084371454,4200.0,10.0,0.02,0.003989289207709857,208.0,8.5376e-07
18.620952,86401,36.85679995779856,4200.0,10.0,0.02,0.004053371951438386,208.0,8.5376e-07
19.008889,88201,36.76746436157152,4200.0,10.0,0.02,0.004117287508132587,208.0,8.5376e-07
19.396825,90001,36.68468245265012,4200.0,10.0,0.02,0.0041810481426856365,208.0,8.5376e-07
19.784762,91801,36.607973450481985,4200.0,10.0,0.02,0.004244665220234307,208.0,8.5376e-07
20.172698,93601,36.53689184472658,4200.0,10.0,0.02,0.004308149272165381,208.0,8.5376e-07
20.560635,95401,36.471024807821415,4200.0,10.0,0.02,0.004371510057279809,208.0,8.5376e-07
20.948571,97201,36.409989797363224,4200.0,10.0,0.02,0.004434756618469848,208.0,8.5376e-07
21.336508,99001,36.35343233437919,4200.0,10.0,0.02,0.004497897335238349,208.0,8.5376e-07
21.724444,100801,36.30102394458493,4200.0,10.0,0.02,0.004560939972365211,208.0,8.5376e-07
22.112381,102601,36.25246025067236,4200.0,10.0,0.02,0.004623891725003647,208.0,8.5376e-07
22.500317,104401,36.20745920454804,4200.0,10.0,0.02,0.00468675926046818,208.0,8.5376e-07
22.888254,106201,36.16575944925492,4200.0,10.0,0.02,0.004749548756957053,208.0,8.5376e-07
23.27619,108002,36.12709814188249,4200.0,10.0,0.02,0.004812300782313103,208.0,8.5376e-07
