sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,106.28356908262273,3531.0,8.0,0.011,0.0,213.3,9.2276e-07
0.333029,1670,101.27337067616061,3531.0,8.0,0.011,0.00013680092482309838,213.3,9.2276e-07
0.666057,3340,96.67082752072187,3531.0,8.0,0.011,0.0002671530656858236,213.3,9.2276e-07
0.999086,5010,92.4427707095677,3531.0,8.0,0.011,0.00039158112848420776,213.3,9.2276e-07
1.332114,6681,88.55650170526395,3531.0,8.0,0.011,0.0005106383754716516,213.3,9.2276e-07
1.665143,8351,84.98866775532814,3531.0,8.0,0.011,0.0006246222342839271,213.3,9.2276e-07
1.998171,10021,81.71113094065045,3531.0,8.0,0.011,0.0007340138217961389,213.3,9.2276e-07
2.3312,11691,78.70027120830201,3531.0,8.0,0.011,0.0008391867885821206,213.3,9.2276e-07
2.664229,13361,75.9343903531181,3531.0,8.0,0.011,0.000940484383102633,213.3,9.2276e-07
2.997257,15031,73.39355564637945,3531.0,8.0,0.011,0.001038221925376071,213.3,9.2276e-07
3.330286,16701,71.05945618765982,3531.0,8.0,0.011,0.001132689079378729,213.3,9.2276e-07
3.663314,18372,68.91404074398511,3531.0,8.0,0.011,0.0012242067087313512,213.3,9.2276e-07
3.996343,20042,66.94441742450246,3531.0,8.0,0.011,0.0013129081382039077,213.3,9.2276e-07
4.329371,21712,65.13505268633459,3531.0,8.0,0.011,0.0013990744035491764,213.3,9.2276e-07
4.6624,23382,63.47290707537322,3531.0,8.0,0.011,0.0014829117786279615,213.3,9.2276e-07
4.995429,25052,61.946002093884715,3531.0,8.0,0.011,0.0015646097538095395,213.3,9.2276e-07
5.328457,26722,60.54333387569778,3531.0,8.0,0.011,0.0016443424015619807,213.3,9.2276e-07
5.661486,28392,59.25479388521737,3531.0,8.0,0.011,0.0017222696309310897,213.3,9.2276e-07
5.994514,30062,58.07109606877051,3531.0,8.0,0.011,0.0017985383399485512,213.3,9.2276e-07
6.327543,31733,56.98308605850205,3531.0,8.0,0.011,0.0018733282318397471,213.3,9.2276e-07
6.660571,33403,55.98422595689639,3531.0,8.0,0.011,0.0019466729542588572,213.3,9.2276e-07
6.9936,35073,55.06663819870374,3531.0,8.0,0.011,0.0020187320124229187,213.3,9.2276e-07
7.326629,36743,54.223710052278065,3531.0,8.0,0.011,0.0020896100145214886,213.3,9.2276e-07
7.659657,38413,53.4493668314878,3531.0,8.0,0.011,0.0021594030572892253,213.3,9.2276e-07
7.992686,40083,52.73802811759337,3531.0,8.0,0.011,0.0022281994185411927,213.3,9.2276e-07
8.325714,41753,52.08456754313577,3531.0,8.0,0.011,0.002296080193359969,213.3,9.2276e-07
8.658743,43424,51.48393143783333,3531.0,8.0,0.011,0.0023631600220433762,213.3,9.2276e-07
8.991771,45094,50.93251055428611,3531.0,8.0,0.011,0.0024294266095791174,213.3,9.2276e-07
9.3248,46764,50.425956081301024,3531.0,8.0,0.011,0.0024949834459511823,213.3,9.2276e-07
9.657829,48434,49.96061745928411,3531.0,8.0,0.011,0.0025598882801278395,213.3,9.2276e-07
9.990857,50104,49.53314115675629,3531.0,8.0,0.011,0.0026241941623272786,213.3,9.2276e-07
10.323886,51774,49.140446502633594,3531.0,8.0,0.011,0.0026879498263318404,213.3,9.2276e-07
10.656914,53444,48.779703484916254,3531.0,8.0,0.011,0.0027512000406952138,213.3,9.2276e-07
10.989943,55115,48.44812222409322,3531.0,8.0,0.011,0.00281402352771535,213.3,9.2276e-07
11.322971,56785,48.143710234543136,3531.0,8.0,0.011,0.002876382629723358,213.3,9.2276e-07
11.656,58455,47.86406675433082,3531.0,8.0,0.011,0.002938349913484603,213.3,9.2276e-07
11.989029,60125,47.607176491431424,3531.0,8.0,0.011,0.0029999572593265252,213.3,9.2276e-07
12.322057,61795,47.371188128239744,3531.0,8.0,0.011,0.0030612339536308106,213.3,9.2276e-07
12.655086,63465,47.15440097977671,3531.0,8.0,0.011,0.0031222068998900242,213.3,9.2276e-07
12.988114,65135,46.955252737451865,3531.0,8.0,0.011,0.0031829008125916006,213.3,9.2276e-07
