sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,91.07739957325323,4325.0,10.0,0.05,0.0,210.0,8.3536e-07
0.325127,1476,87.51978141673474,4325.0,10.0,0.05,0.00012951301838936305,210.0,8.3536e-07
0.650254,2952,84.20407261776604,4325.0,10.0,0.05,0.00025396706640971677,210.0,8.3536e-07
0.97538,4428,81.11382393005496,4325.0,10.0,0.05,0.0003737061417072358,210.0,8.3536e-07
1.300507,5904,78.23370461593711,4325.0,10.0,0.05,0.0004890508509271713,210.0,8.3536e-07
1.625634,7380,75.54942639051745,4325.0,10.0,0.05,0.0006003000002448623,210.0,8.3536e-07
1.950761,8856,73.04767253742436,4325.0,10.0,0.05,0.0007077320777445187,210.0,8.3536e-07
2.275887,10333,70.71450714697285,4325.0,10.0,0.05,0.000811677010716159,210.0,8.3536e-07
2.601014,11809,68.54151600998743,4325.0,10.0,0.05,0.0009122337822910273,210.0,8.3536e-07
2.926141,13285,66.51628297035329,4325.0,10.0,0.05,0.0010097005376554751,210.0,8.3536e-07
3.251268,14761,64.62876083783515,4325.0,10.0,0.05,0.0011042873903752068,210.0,8.3536e-07
3.576394,16237,62.86958560662843,4325.0,10.0,0.05,0.0011961901668059295,210.0,8.3536e-07
3.901521,17713,61.23003000048435,4325.0,10.0,0.05,0.0012855913775887866,210.0,8.3536e-07
4.226648,19189,59.701960176652996,4325.0,10.0,0.05,0.0013726611230864701,210.0,8.3536e-07
4.551775,20665,58.27779537385291,4325.0,10.0,0.05,0.0014575579372518867,210.0,8.3536e-07
4.876901,22141,56.95047030408014,4325.0,10.0,0.05,0.001540429574115813,210.0,8.3536e-07
5.202028,23617,55.71340010168266,4325.0,10.0,0.05,0.0016214137407953068,210.0,8.3536e-07
5.527155,25093,54.56044765581214,4325.0,10.0,0.05,0.0017006387806593366,210.0,8.3536e-07
5.852282,26569,53.48589316418945,4325.0,10.0,0.05,0.0017782243100408128,210.0,8.3536e-07
6.177408,28045,52.48440575713975,4325.0,10.0,0.05,0.0018542818116537537,210.0,8.3536e-07
6.502535,29522,51.5504066931581,4325.0,10.0,0.05,0.0019289657522774232,210.0,8.3536e-07
6.827662,30998,50.680527645452855,4325.0,10.0,0.05,0.0020022709718084254,210.0,8.3536e-07
7.152789,32474,49.86979825134122,4325.0,10.0,0.05,0.0020743392142009735,210.0,8.3536e-07
7.477915,33950,49.11419647864588,4325.0,10.0,0.05,0.0021452545908834733,210.0,8.3536e-07
7.803042,35426,48.409973783567764,4325.0,10.0,0.05,0.002215095493912348,210.0,8.3536e-07
8.128169,36902,47.75363651414337,4325.0,10.0,0.05,0.002283934984875384,210.0,8.3536e-07
8.453296,38378,47.141928578221666,4325.0,10.0,0.05,0.002351841157350597,210.0,8.3536e-07
