Step_Time,CPRESS,CWEAR
0.000875000027008,1.5601300000e+02,2.1354900000e-06
0.0035468749702,1.5619100000e+02,9.1146100000e-06
0.0125644532964,1.5552900000e+02,3.2619100000e-05
0.0429987795651,1.5373000000e+02,1.1120100000e-04
0.102998778224,1.4859800000e+02,2.6209700000e-04
0.162998780608,1.4332900000e+02,4.0763300000e-04
0.222998782992,1.3831000000e+02,5.4802700000e-04
0.282998770475,1.3491900000e+02,6.5231400000e-04
0.34299877286,1.3015000000e+02,7.8452000000e-04
0.402998775244,1.2606700000e+02,9.1252800000e-04
0.462998777628,1.2193700000e+02,1.0362600000e-03
0.52299875021,1.1850900000e+02,1.1563100000e-03
0.582998752594,1.1507000000e+02,1.2728200000e-03
0.642998754978,1.1240400000e+02,1.3863800000e-03
0.702998757362,1.0953400000e+02,1.4973600000e-03
0.762998759747,1.0670600000e+02,1.5802700000e-03
0.822998762131,1.0397300000e+02,1.6858300000e-03
0.882998764515,1.0028800000e+02,1.7876900000e-03
0.942998766899,9.7372100000e+01,1.8861900000e-03
1.00299882889,9.4559800000e+01,1.9819400000e-03
1.06299877167,9.2287800000e+01,2.0753700000e-03
1.12299883366,9.0209300000e+01,2.1664100000e-03
1.18299877644,8.8606200000e+01,2.2556000000e-03
1.24299883842,8.7232000000e+01,2.3433600000e-03
1.3029987812,8.5209300000e+01,2.4091800000e-03
1.36299872398,8.2792300000e+01,2.4928200000e-03
1.42299878597,8.0878900000e+01,2.5747200000e-03
1.48299872875,7.9343000000e+01,2.6547100000e-03
1.54299879074,7.8051100000e+01,2.7334100000e-03
1.60299873352,7.7120700000e+01,2.8108100000e-03
1.66299879551,7.6478300000e+01,2.8875900000e-03
1.72299873829,7.6153200000e+01,2.9635900000e-03
1.78299880028,7.4752300000e+01,3.0213600000e-03
1.84299874306,7.2555600000e+01,3.0947200000e-03
1.90299880505,7.0461600000e+01,3.1660300000e-03
1.96299874783,6.8975400000e+01,3.2356200000e-03
2.02299880981,6.7988100000e+01,3.3039900000e-03
2.08299875259,6.7037100000e+01,3.3712900000e-03
2.14299869537,6.6432100000e+01,3.4377500000e-03
2.20299887657,6.6477300000e+01,3.5037000000e-03
2.26299881935,6.5929100000e+01,3.5540500000e-03
