Step_Time,CPRESS,CWEAR
0.000875000027008,7.8492300000e+01,1.5850700000e-06
0.0035468749702,7.8450100000e+01,6.4136600000e-06
0.0125644532964,7.8294900000e+01,2.2666900000e-05
0.0429987795651,7.7266600000e+01,7.6858000000e-05
0.102998778224,7.4596900000e+01,1.8083800000e-04
0.162998780608,7.1648500000e+01,2.8090400000e-04
0.222998782992,6.9191400000e+01,3.7735700000e-04
0.282998770475,6.7101700000e+01,4.4889100000e-04
0.34299877286,6.4852300000e+01,5.3947800000e-04
0.402998775244,6.2760800000e+01,6.2686100000e-04
0.462998777628,6.0582400000e+01,7.1125600000e-04
0.52299875021,5.8887500000e+01,7.9294300000e-04
0.582998752594,5.7021800000e+01,8.7198000000e-04
0.642998754978,5.5427500000e+01,9.4893500000e-04
0.702998757362,5.4117300000e+01,1.0240200000e-03
0.762998759747,5.2486500000e+01,1.0801000000e-03
0.822998762131,5.1181300000e+01,1.1512100000e-03
0.882998764515,4.9281700000e+01,1.2197400000e-03
0.942998766899,4.7630300000e+01,1.2860800000e-03
1.00299882889,4.6409800000e+01,1.3502900000e-03
1.06299877167,4.5120100000e+01,1.4128300000e-03
1.12299883366,4.4039600000e+01,1.4737500000e-03
1.18299877644,4.3282300000e+01,1.5332500000e-03
1.24299883842,4.2399900000e+01,1.5916600000e-03
1.3029987812,4.1370700000e+01,1.6355200000e-03
1.36299872398,4.0203500000e+01,1.6912200000e-03
1.42299878597,3.9240100000e+01,1.7456200000e-03
1.48299872875,3.8554000000e+01,1.7988300000e-03
1.54299879074,3.7799500000e+01,1.8508000000e-03
1.60299873352,3.7269100000e+01,1.9019800000e-03
1.66299879551,3.7038900000e+01,1.9525700000e-03
1.72299873829,3.6625300000e+01,2.0027500000e-03
1.78299880028,3.5935600000e+01,2.0407400000e-03
1.84299874306,3.5000000000e+01,2.0890500000e-03
1.90299880505,3.6000000000e+01,2.1359300000e-03
1.96299874783,3.7000000000e+01,2.1816500000e-03
