file_name,sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
sim_1.csv,0.0,0,84.46819097899755,4325.0,10.0,0.01,0.0,210.0,8.6112e-07
sim_1.csv,0.370582,1734,80.75894888720127,4325.0,10.0,0.01,0.00014111030534897363,210.0,8.6112e-07
sim_1.csv,0.741164,3469,77.32474624611223,4325.0,10.0,0.01,0.00027610185478864986,210.0,8.6112e-07
sim_1.csv,1.111746,5203,74.14885492140128,4325.0,10.0,0.01,0.0004052785120291704,210.0,8.6112e-07
sim_1.csv,1.482328,6937,71.21008506085123,4325.0,10.0,0.01,0.0005291496099888422,210.0,8.6112e-07
sim_1.csv,1.85291,8672,68.48922431170385,4325.0,10.0,0.01,0.0006481798828013564,210.0,8.6112e-07
sim_1.csv,2.223493,10406,65.97301925566691,4325.0,10.0,0.01,0.0007625961529229918,210.0,8.6112e-07
sim_1.csv,2.594075,12140,63.64468153072351,4325.0,10.0,0.01,0.0008728089180368512,210.0,8.6112e-07
sim_1.csv,2.964657,13875,61.48898951427825,4325.0,10.0,0.01,0.0009791933409622553,210.0,8.6112e-07
sim_1.csv,3.335239,15609,59.495442746867354,4325.0,10.0,0.01,0.0010819152056712681,210.0,8.6112e-07
sim_1.csv,3.705821,17343,57.65074009281877,4325.0,10.0,0.01,0.0011813067043594584,210.0,8.6112e-07
sim_1.csv,4.076403,19078,55.94282171764211,4325.0,10.0,0.01,0.001277672034006623,210.0,8.6112e-07
sim_1.csv,4.446985,20812,54.36336828465602,4325.0,10.0,0.01,0.0013711286188247173,210.0,8.6112e-07
sim_1.csv,4.817567,22546,52.90184152872263,4325.0,10.0,0.01,0.0014619466108941096,210.0,8.6112e-07
sim_1.csv,5.188149,24281,51.54868664666474,4325.0,10.0,0.01,0.0015503739821585497,210.0,8.6112e-07
sim_1.csv,5.558731,26015,50.29731236854262,4325.0,10.0,0.01,0.0016364898422088503,210.0,8.6112e-07
sim_1.csv,5.929313,27749,49.13936940487789,4325.0,10.0,0.01,0.001720515189789959,210.0,8.6112e-07
sim_1.csv,6.299896,29484,48.06728764649309,4325.0,10.0,0.01,0.0018026534506992012,210.0,8.6112e-07
sim_1.csv,6.670478,31218,47.07584494154095,4325.0,10.0,0.01,0.0018829533785001895,210.0,8.6112e-07
sim_1.csv,7.04106,32952,46.15842628898654,4325.0,10.0,0.01,0.001961597028580413,210.0,8.6112e-07
sim_1.csv,7.411642,34686,45.309504833565285,4325.0,10.0,0.01,0.0020387080635460666,210.0,8.6112e-07
sim_1.csv,7.782224,36421,44.52353070943553,4325.0,10.0,0.01,0.0021144445651487616,210.0,8.6112e-07
sim_1.csv,8.152806,38155,43.79667540613887,4325.0,10.0,0.01,0.002188824387195442,210.0,8.6112e-07
sim_1.csv,8.523388,39889,43.12408927521904,4325.0,10.0,0.01,0.0022619899441725863,210.0,8.6112e-07
sim_1.csv,8.89397,41624,42.50137525170644,4325.0,10.0,0.01,0.002334073443396526,210.0,8.6112e-07
sim_1.csv,9.264552,43358,41.9255000714281,4325.0,10.0,0.01,0.0024050751065079192,210.0,8.6112e-07
sim_1.csv,9.635134,45092,41.39262143982227,4325.0,10.0,0.01,0.0024751147279135515,210.0,8.6112e-07
sim_1.csv,10.005716,46827,40.89925563657958,4325.0,10.0,0.01,0.0025443040150516993,210.0,8.6112e-07
sim_1.csv,10.376299,48561,40.44299945772736,4325.0,10.0,0.01,0.0026126292198954786,210.0,8.6112e-07
sim_1.csv,10.746881,50295,40.02080871818035,4325.0,10.0,0.01,0.002680192215344585,210.0,8.6112e-07
sim_1.csv,11.117463,52030,39.62992332517719,4325.0,10.0,0.01,0.0027470884671301535,210.0,8.6112e-07
sim_1.csv,11.488045,53764,39.26843926080023,4325.0,10.0,0.01,0.002813293159293652,210.0,8.6112e-07
sim_1.csv,11.858627,55498,38.93394466862244,4325.0,10.0,0.01,0.0028788939658274033,210.0,8.6112e-07
sim_1.csv,12.229209,57233,38.62425277376673,4325.0,10.0,0.01,0.0029439734844322932,210.0,8.6112e-07
sim_1.csv,12.599791,58967,38.33785505499564,4325.0,10.0,0.01,0.003008498130214483,210.0,8.6112e-07
sim_1.csv,12.970373,60701,38.0728406391981,4325.0,10.0,0.01,0.0030725443276117996,210.0,8.6112e-07
sim_1.csv,13.340955,62436,37.82747698157341,4325.0,10.0,0.01,0.0031361844792021053,210.0,8.6112e-07
sim_1.csv,13.711537,64170,37.600568906223934,4325.0,10.0,0.01,0.003199378052612223,210.0,8.6112e-07
sim_1.csv,14.082119,65904,37.39060246065824,4325.0,10.0,0.01,0.0032621925594479577,210.0,8.6112e-07
sim_1.csv,14.452701,67639,37.19620497889329,4325.0,10.0,0.01,0.0033246923248633933,210.0,8.6112e-07
sim_1.csv,14.823284,69373,37.0164295432518,4325.0,10.0,0.01,0.0033868313121148156,210.0,8.6112e-07
sim_1.csv,15.193866,71107,36.85007667474533,4325.0,10.0,0.01,0.0034486699713217567,210.0,8.6112e-07
sim_1.csv,15.564448,72842,36.696058833299716,4325.0,10.0,0.01,0.003510266228031867,210.0,8.6112e-07
sim_1.csv,15.93503,74576,36.55362579203262,4325.0,10.0,0.01,0.003571569684481625,210.0,8.6112e-07
sim_1.csv,16.305612,76310,36.4218272240006,4325.0,10.0,0.01,0.0036326351960942554,210.0,8.6112e-07
sim_1.csv,16.676194,78045,36.299801489571344,4325.0,10.0,0.01,0.0036935156181173213,210.0,8.6112e-07
sim_1.csv,17.046776,79779,36.18695419665725,4325.0,10.0,0.01,0.0037541570976249643,210.0,8.6112e-07
sim_1.csv,17.417358,81513,36.08253241727196,4325.0,10.0,0.01,0.0038146100574570187,210.0,8.6112e-07
sim_1.csv,17.78794,83248,35.985853488887834,4325.0,10.0,0.01,0.0038749233357479257,210.0,8.6112e-07
sim_1.csv,18.158522,84982,35.89644648469308,4325.0,10.0,0.01,0.003935040342105065,210.0,8.6112e-07
sim_1.csv,18.529104,86716,35.81371487256099,4325.0,10.0,0.01,0.003995007987507316,210.0,8.6112e-07
sim_1.csv,18.899687,88451,35.73711779050104,4325.0,10.0,0.01,0.004054871927398241,210.0,8.6112e-07
sim_1.csv,19.270269,90185,35.66628213115415,4325.0,10.0,0.01,0.004114573402536542,210.0,8.6112e-07
sim_1.csv,19.640851,91919,35.60073527219172,4325.0,10.0,0.01,0.004174156541512979,210.0,8.6112e-07
sim_1.csv,20.011433,93654,35.54004869779376,4325.0,10.0,0.01,0.004233664478178887,210.0,8.6112e-07
sim_1.csv,20.382015,95388,35.483926801301415,4325.0,10.0,0.01,0.004293036734950789,210.0,8.6112e-07
sim_1.csv,20.752597,97122,35.4319951320263,4325.0,10.0,0.01,0.004352315235980333,210.0,8.6112e-07
sim_1.csv,21.123179,98856,35.38394083517858,4325.0,10.0,0.01,0.00441150698134927,210.0,8.6112e-07
sim_1.csv,21.493761,100591,35.339449753424944,4325.0,10.0,0.01,0.004470652538150587,210.0,8.6112e-07
sim_1.csv,21.864343,102325,35.298305168979695,4325.0,10.0,0.01,0.004529689679680118,210.0,8.6112e-07
sim_1.csv,22.234925,104059,35.260232561220185,4325.0,10.0,0.01,0.0045886580861650445,210.0,8.6112e-07
sim_1.csv,22.605507,105794,35.22498302859733,4325.0,10.0,0.01,0.004647596860042484,210.0,8.6112e-07
sim_1.csv,22.97609,107528,35.192384869269866,4325.0,10.0,0.01,0.004706442776516695,210.0,8.6112e-07
sim_1.csv,23.346672,109262,35.162220585185075,4325.0,10.0,0.01,0.004765234235375995,210.0,8.6112e-07
sim_1.csv,23.717254,110997,35.13429297584956,4325.0,10.0,0.01,0.004824009178635392,210.0,8.6112e-07
sim_1.csv,24.087836,112731,35.10846600479452,4325.0,10.0,0.01,0.004882703590728048,210.0,8.6112e-07
sim_1.csv,24.458418,114465,35.08456735198631,4325.0,10.0,0.01,0.004941354856972194,210.0,8.6112e-07
sim_1.csv,24.829,116200,35.0624407788047,4325.0,10.0,0.01,0.005000000000000002,210.0,8.6112e-07
sim_2.csv,0.0,0,82.82998414540836,4200.0,10.0,0.02,0.0,208.0,8.5376e-07
sim_2.csv,0.387937,1800,79.36804136531941,4200.0,10.0,0.02,0.00014364037446787202,208.0,8.5376e-07
sim_2.csv,0.775873,3600,76.16006779133546,4200.0,10.0,0.02,0.00028127718920494227,208.0,8.5376e-07
sim_2.csv,1.16381,5400,73.18743216299187,4200.0,10.0,0.02,0.00041335086723247067,208.0,8.5376e-07
sim_2.csv,1.551746,7200,70.43287001492415,4200.0,10.0,0.02,0.0005402695220010035,208.0,8.5376e-07
sim_2.csv,1.939683,9000,67.88038340835156,4200.0,10.0,0.02,0.0006624113276305955,208.0,8.5376e-07
sim_2.csv,2.327619,10800,65.51514801829049,4200.0,10.0,0.02,0.0007801267152694673,208.0,8.5376e-07
sim_2.csv,2.715556,12600,63.32342703687886,4200.0,10.0,0.02,0.0008937404083271036,208.0,8.5376e-07
sim_2.csv,3.103492,14400,61.29249139277962,4200.0,10.0,0.02,0.0010035533084020154,208.0,8.5376e-07
sim_2.csv,3.491429,16200,59.41054582331385,4200.0,10.0,0.02,0.0011098442428572495,208.0,8.5376e-07
sim_2.csv,3.879365,18000,57.66666036996526,4200.0,10.0,0.02,0.0012128715841932135,208.0,8.5376e-07
sim_2.csv,4.267302,19800,56.050706899395884,4200.0,10.0,0.02,0.0013128747506228014,208.0,8.5376e-07
sim_2.csv,4.655238,21600,54.55330028130009,4200.0,10.0,0.02,0.00141007559656386,208.0,8.5376e-07
sim_2.csv,5.043175,23400,53.16574388146944,4200.0,10.0,0.02,0.0015046797011246914,208.0,8.5376e-07
sim_2.csv,5.431111,25200,51.87997905350348,4200.0,10.0,0.02,0.0015968775620658561,208.0,8.5376e-07
sim_2.csv,5.819048,27000,50.68853833582449,4200.0,10.0,0.02,0.0016868457021725653,208.0,8.5376e-07
sim_2.csv,6.206984,28800,49.58450208217374,4200.0,10.0,0.02,0.0017747476944632464,208.0,8.5376e-07
sim_2.csv,6.594921,30600,48.561458273708254,4200.0,10.0,0.02,0.0018607351121884886,208.0,8.5376e-07
sim_2.csv,6.982857,32400,47.61346527929462,4200.0,10.0,0.02,0.0019449484091377683,208.0,8.5376e-07
sim_2.csv,7.370794,34200,46.73501734771942,4200.0,10.0,0.02,0.0020275177353665966,208.0,8.5376e-07
sim_2.csv,7.75873,36001,45.92057742464107,4200.0,10.0,0.02,0.0021086087186137333,208.0,8.5376e-07
sim_2.csv,8.146667,37801,45.16632027604009,4200.0,10.0,0.02,0.0021882423078883246,208.0,8.5376e-07
sim_2.csv,8.534603,39601,44.467395667979915,4200.0,10.0,0.02,0.0022665678952311524,208.0,8.5376e-07
sim_2.csv,8.92254,41401,43.81974438796467,4200.0,10.0,0.02,0.0023436814360734,208.0,8.5376e-07
sim_2.csv,9.310476,43201,43.219605008597924,4200.0,10.0,0.02,0.0024196718465257796,208.0,8.5376e-07
sim_2.csv,9.698413,45001,42.66349204197456,4200.0,10.0,0.02,0.0024946215197852867,208.0,8.5376e-07
sim_2.csv,10.086349,46801,42.14817569667327,4200.0,10.0,0.02,0.0025686068046581923,208.0,8.5376e-07
sim_2.csv,10.474286,48601,41.67066311978257,4200.0,10.0,0.02,0.0026416984489784382,208.0,8.5376e-07
sim_2.csv,10.862222,50401,41.228181015017384,4200.0,10.0,0.02,0.002713962010496721,208.0,8.5376e-07
sim_2.csv,11.250159,52201,40.81815953597634,4200.0,10.0,0.02,0.002785458237626623,208.0,8.5376e-07
sim_2.csv,11.638095,54001,40.43821736099457,4200.0,10.0,0.02,0.0028562434222590893,208.0,8.5376e-07
sim_2.csv,12.026032,55801,40.086147862909975,4200.0,10.0,0.02,0.0029263697266943226,208.0,8.5376e-07
sim_2.csv,12.413968,57601,39.75990629341986,4200.0,10.0,0.02,0.002995885486589854,208.0,8.5376e-07
sim_2.csv,12.801905,59401,39.45759790759715,4200.0,10.0,0.02,0.0030648354916842464,208.0,8.5376e-07
sim_2.csv,13.189841,61201,39.17746695959571,4200.0,10.0,0.02,0.00313326124592682,208.0,8.5376e-07
sim_2.csv,13.577778,63001,38.91788650563437,4200.0,10.0,0.02,0.003201201208524181,208.0,8.5376e-07
sim_2.csv,13.965714,64801,38.67734895503704,4200.0,10.0,0.02,0.003268691017303498,208.0,8.5376e-07
sim_2.csv,14.353651,66601,38.45445731445157,4200.0,10.0,0.02,0.003335763695689783,208.0,8.5376e-07
sim_2.csv,14.741587,68401,38.247917074395446,4200.0,10.0,0.02,0.0034024498444992514,208.0,8.5376e-07
sim_2.csv,15.129524,70201,38.05652869100705,4200.0,10.0,0.02,0.0034687778196626612,208.0,8.5376e-07
sim_2.csv,15.51746,72001,37.87918061933797,4200.0,10.0,0.02,0.003534773896910813,208.0,8.5376e-07
sim_2.csv,15.905397,73801,37.714842857725166,4200.0,10.0,0.02,0.0036004624243786707,208.0,8.5376e-07
sim_2.csv,16.293333,75601,37.56256096575005,4200.0,10.0,0.02,0.0036658659640143947,208.0,8.5376e-07
sim_2.csv,16.68127,77401,37.421450521041926,4200.0,10.0,0.02,0.003731005422614565,208.0,8.5376e-07
sim_2.csv,17.069206,79201,37.29069198273207,4200.0,10.0,0.02,0.003795900173246621,208.0,8.5376e-07
sim_2.csv,17.457143,81001,37.16952593172645,4200.0,10.0,0.02,0.0038605681677637087,208.0,8.5376e-07
sim_2.csv,17.845079,82801,37.05724866015351,4200.0,10.0,0.02,0.003925026041065408,208.0,8.5376e-07
sim_2.csv,18.233016,84601,36.953208084371454,4200.0,10.0,0.02,0.003989289207709857,208.0,8.5376e-07
sim_2.csv,18.620952,86401,36.85679995779856,4200.0,10.0,0.02,0.004053371951438386,208.0,8.5376e-07
sim_2.csv,19.008889,88201,36.76746436157152,4200.0,10.0,0.02,0.004117287508132587,208.0,8.5376e-07
sim_2.csv,19.396825,90001,36.68468245265012,4200.0,10.0,0.02,0.0041810481426856365,208.0,8.5376e-07
sim_2.csv,19.784762,91801,36.607973450481985,4200.0,10.0,0.02,0.004244665220234307,208.0,8.5376e-07
sim_2.csv,20.172698,93601,36.53689184472658,4200.0,10.0,0.02,0.004308149272165381,208.0,8.5376e-07
sim_2.csv,20.560635,95401,36.471024807821415,4200.0,10.0,0.02,0.004371510057279809,208.0,8.5376e-07
sim_2.csv,20.948571,97201,36.409989797363224,4200.0,10.0,0.02,0.004434756618469848,208.0,8.5376e-07
sim_2.csv,21.336508,99001,36.35343233437919,4200.0,10.0,0.02,0.004497897335238349,208.0,8.5376e-07
sim_2.csv,21.724444,100801,36.30102394458493,4200.0,10.0,0.02,0.004560939972365211,208.0,8.5376e-07
sim_2.csv,22.112381,102601,36.25246025067236,4200.0,10.0,0.02,0.004623891725003647,208.0,8.5376e-07
sim_2.csv,22.500317,104401,36.20745920454804,4200.0,10.0,0.02,0.00468675926046818,208.0,8.5376e-07
sim_2.csv,22.888254,106201,36.16575944925492,4200.0,10.0,0.02,0.004749548756957053,208.0,8.5376e-07
sim_2.csv,23.27619,108002,36.12709814188249,4200.0,10.0,0.02,0.004812300782313103,208.0,8.5376e-07
sim_2.csv,23.664127,109802,36.09129369930347,4200.0,10.0,0.02,0.004874950919930269,208.0,8.5376e-07
sim_2.csv,24.052063,111602,36.0581158818406,4200.0,10.0,0.02,0.004937538966945914,208.0,8.5376e-07
sim_2.csv,24.44,113400,36.02740487590883,4200.0,10.0,0.02,0.005000000000000001,208.0,8.5376e-07
sim_3.csv,0.0,0,91.119585673485,4325.0,10.0,0.03,0.0,210.0,8.464000000000001e-07
sim_3.csv,0.349087,1606,86.99552548220139,4325.0,10.0,0.03,0.00014098526422199803,210.0,8.464000000000001e-07
sim_3.csv,0.698174,3212,83.18194920889157,4325.0,10.0,0.03,0.00027558955434893125,210.0,8.464000000000001e-07
sim_3.csv,1.047261,4817,79.65759281359092,4325.0,10.0,0.03,0.0004042131289776395,210.0,8.464000000000001e-07
sim_3.csv,1.396348,6423,76.39646000111941,4325.0,10.0,0.03,0.0005274637637023806,210.0,8.464000000000001e-07
sim_3.csv,1.745435,8029,73.38084477221496,4325.0,10.0,0.03,0.0006456685933147405,210.0,8.464000000000001e-07
sim_3.csv,2.094522,9635,70.59226309470014,4325.0,10.0,0.03,0.0007592074962034818,210.0,8.464000000000001e-07
sim_3.csv,2.443609,11241,68.0136225248963,4325.0,10.0,0.03,0.0008684317512401372,210.0,8.464000000000001e-07
sim_3.csv,2.792696,12846,65.63054487492909,4325.0,10.0,0.03,0.0009736006651186866,210.0,8.464000000000001e-07
sim_3.csv,3.141783,14452,63.42545212967266,4325.0,10.0,0.03,0.001075147875214464,210.0,8.464000000000001e-07
sim_3.csv,3.49087,16058,61.386371955350526,4325.0,10.0,0.03,0.0011732832438161637,210.0,8.464000000000001e-07
sim_3.csv,3.839957,17664,59.500805932670595,4325.0,10.0,0.03,0.0012682636347583203,210.0,8.464000000000001e-07
sim_3.csv,4.189043,19270,57.757196598100435,4325.0,10.0,0.03,0.0013603265736296549,210.0,8.464000000000001e-07
sim_3.csv,4.53813,20875,56.1458217969181,4325.0,10.0,0.03,0.0014496360591326305,210.0,8.464000000000001e-07
sim_3.csv,4.887217,22481,54.654795734873886,4325.0,10.0,0.03,0.0015365079809317999,210.0,8.464000000000001e-07
sim_3.csv,5.236304,24087,53.27602303288562,4325.0,10.0,0.03,0.0016210729047154992,210.0,8.464000000000001e-07
